Start time,End time,A6_Upper_Bus_PhaseA,A6_Upper_Bus_PhaseB,A6_Upper_Bus_PhaseC,A6_Lower_Bus_PhaseA,A6_Lower_Bus_PhaseB,A6_Lower_Bus_PhaseC,A6_Outgoing_PhaseA,A6_Outgoing_PhaseB,A6_Outgoing_PhaseC,PD_Max_Upper,PD_Max_Lower,PD_Max_Spout,PD_Max_Outgoing
2019-09-01 00:00:00,2019-09-01 00:05:00,25.309648,25.189647,25.89,25.4,25.300001,25.070006,25.609998,25.452335,25.399646,0.0,0.0,0.0,0.0
2019-09-01 00:05:00,2019-09-01 00:10:00,25.300001,25.190355,25.889646,25.4,25.300001,25.072344,25.607659,25.440354,25.370357,0.0,0.0,0.0,0.0
2019-09-01 00:10:00,2019-09-01 00:15:00,25.280001,25.159645,25.883051,25.4,25.300001,25.077662,25.612339,25.477302,25.380002,0.0,0.0,0.0,0.0
2019-09-01 00:15:00,2019-09-01 00:20:00,25.300001,25.170353,25.897303,25.4,25.300001,25.1,25.6,25.462346,25.379647,0.0,0.0,0.0,0.0
2019-09-01 00:20:00,2019-09-01 00:25:00,25.310001,25.200001,25.91,25.4,25.300001,25.032346,25.6,25.447659,25.350353,0.0,0.0,0.0,0.001831027
2019-09-01 00:25:00,2019-09-01 00:30:00,25.330001,25.172697,25.9,25.4,25.310001,25.047657,25.6,25.432343,25.4,0.0,0.0,0.0,79.6875
2019-09-01 00:30:00,2019-09-01 00:35:00,25.310358,25.197304,25.9,25.4,25.300001,25.042698,25.6,25.437307,25.4,0.0,0.0,0.0,105.0
2019-09-01 00:35:00,2019-09-01 00:40:00,25.319647,25.200001,25.892692,25.4,25.300001,25.056953,25.610003,25.410354,25.4,0.0,0.0,0.0,0.0
2019-09-01 00:40:00,2019-09-01 00:45:00,25.310001,25.190001,25.897307,25.4,25.300001,25.090003,25.6,25.462344,25.389997,0.0,0.0,0.0,0.0
2019-09-01 00:45:00,2019-09-01 00:50:00,25.330003,25.190001,25.9,25.4,25.300001,25.020352,25.6,25.43,25.379997,0.0,0.0,0.0,0.0
2019-09-01 00:50:00,2019-09-01 00:55:00,25.320003,25.220001,25.889997,25.4,25.300001,25.04,25.660006,25.400352,25.399647,0.0,0.0,0.0,0.0
2019-09-01 00:55:00,2019-09-01 01:00:00,25.310003,25.180003,25.9,25.4,25.300001,25.059648,25.610003,25.43,25.350353,0.0,0.0,0.0,0.0
2019-09-01 01:00:00,2019-09-01 01:05:00,25.340001,25.209993,25.9,25.4,25.300001,25.040348,25.6,25.426946,25.399647,0.0,0.0,0.0,0.0
2019-09-01 01:05:00,2019-09-01 01:10:00,25.347652,25.200001,25.909997,25.4,25.300001,25.06,25.630003,25.429997,25.380353,0.0,0.0,0.0,0.0
2019-09-01 01:10:00,2019-09-01 01:15:00,25.322344,25.180003,25.9,25.4,25.300001,25.059646,25.600355,25.432696,25.4,0.0,0.0,0.0,0.0
2019-09-01 01:15:00,2019-09-01 01:20:00,25.300001,25.200001,25.9,25.4,25.310001,25.042693,25.609646,25.449997,25.372341,0.0,0.0,0.0,0.0
2019-09-01 01:20:00,2019-09-01 01:25:00,25.300001,25.200001,25.877305,25.4,25.300001,25.059998,25.6,25.41,25.377659,0.0,0.0,0.0,0.0
2019-09-01 01:25:00,2019-09-01 01:30:00,25.300001,25.180001,25.892695,25.4,25.310001,25.080353,25.6,25.437303,25.4,0.0,0.0,0.0,0.0
2019-09-01 01:30:00,2019-09-01 01:35:00,25.300001,25.200001,25.892695,25.4,25.300001,25.027303,25.6,25.402694,25.39,0.0,0.0,0.0,0.0
2019-09-01 01:35:00,2019-09-01 01:40:00,25.282339,25.170003,25.897305,25.4,25.300001,25.07,25.6,25.417307,25.39,0.0,0.0,0.0,129.9365234
2019-09-01 01:40:00,2019-09-01 01:45:00,25.287663,25.200001,25.9,25.4,25.300001,25.05,25.62,25.402692,25.4,0.0,0.0,0.0,95.35182953
2019-09-01 01:45:00,2019-09-01 01:50:00,25.300001,25.182693,25.9,25.4,25.300001,25.029646,25.6,25.4,25.372692,0.0,0.0,0.0,0.0
2019-09-01 01:50:00,2019-09-01 01:55:00,25.300001,25.187306,25.9,25.4,25.300001,25.002695,25.619998,25.4,25.379999,0.0,0.0,0.0,0.0
2019-09-01 01:55:00,2019-09-01 02:00:00,25.300001,25.189998,25.889997,25.4,25.300001,25.0,25.6,25.410357,25.359647,0.0,0.0,0.0,0.0
2019-09-01 02:00:00,2019-09-01 02:05:00,25.289998,25.200001,25.9,25.4,25.300001,25.037664,25.6,25.436947,25.357667,0.0,0.0,0.0,0.0
2019-09-01 02:05:00,2019-09-01 02:10:00,25.290001,25.190003,25.919994,25.4,25.300001,25.04,25.6,25.42269,25.359998,0.0,0.0,0.0,0.0
2019-09-01 02:10:00,2019-09-01 02:15:00,25.330001,25.180001,25.870003,25.4,25.300001,25.022686,25.6,25.420002,25.392694,0.0,0.0,0.0,0.0
2019-09-01 02:15:00,2019-09-01 02:20:00,25.310353,25.200001,25.9,25.4,25.300001,25.046949,25.61,25.430357,25.387303,0.0,0.0,0.0,0.0
2019-09-01 02:20:00,2019-09-01 02:25:00,25.309647,25.200001,25.9,25.4,25.300001,25.043047,25.6,25.41,25.4,0.0,0.0,0.0,0.0
2019-09-01 02:25:00,2019-09-01 02:30:00,25.35,25.192339,25.9,25.4,25.300001,25.066956,25.6,25.409645,25.372692,0.0,0.0,0.0,0.0
2019-09-01 02:30:00,2019-09-01 02:35:00,25.327668,25.167665,25.9,25.4,25.300001,25.013051,25.6,25.41,25.389638,0.0,0.0,0.0,0.0
2019-09-01 02:35:00,2019-09-01 02:40:00,25.352336,25.200001,25.9,25.4,25.300001,25.049996,25.62,25.410002,25.387667,0.0,0.0,0.0,0.0
2019-09-01 02:40:00,2019-09-01 02:45:00,25.300001,25.200001,25.9,25.4,25.300001,25.069641,25.6,25.4,25.4,0.0,0.0,0.0,0.0
2019-09-01 02:45:00,2019-09-01 02:50:00,25.310001,25.210001,25.907311,25.39,25.300001,25.077667,25.6,25.4,25.38,0.0,0.0,0.0,0.0
2019-09-01 02:50:00,2019-09-01 02:55:00,25.320001,25.180001,25.902691,25.4,25.300001,25.072339,25.6,25.4,25.39,0.0,0.0,0.0,0.0
2019-09-01 02:55:00,2019-09-01 03:00:00,25.337308,25.190001,25.9,25.4,25.309998,25.047662,25.6,25.447307,25.392338,0.0,0.0,0.0,0.0
2019-09-01 03:00:00,2019-09-01 03:05:00,25.302691,25.200001,25.889997,25.4,25.300001,25.07,25.6,25.40269,25.34767,0.0,0.0,0.0,0.0
2019-09-01 03:05:00,2019-09-01 03:10:00,25.300001,25.190001,25.880356,25.4,25.300001,25.09,25.607312,25.4,25.369647,0.0,0.0,0.0,0.0
2019-09-01 03:10:00,2019-09-01 03:15:00,25.300001,25.200001,25.909291,25.4,25.300001,25.08,25.602689,25.429995,25.360353,0.0,0.0,0.0,0.0
2019-09-01 03:15:00,2019-09-01 03:20:00,25.300001,25.200001,25.900355,25.4,25.300001,25.042686,25.6,25.410002,25.369636,0.0,0.0,0.0,0.0
2019-09-01 03:20:00,2019-09-01 03:25:00,25.310001,25.200001,25.9,25.4,25.300001,25.059567,25.609998,25.4,25.35027,0.0,0.0,0.0,0.0
2019-09-01 03:25:00,2019-09-01 03:30:00,25.300001,25.200001,25.889997,25.4,25.300001,25.030353,25.6,25.400355,25.339645,0.0,0.0,0.0,0.0
2019-09-01 03:30:00,2019-09-01 03:35:00,25.300001,25.200001,25.91,25.4,25.300001,25.069645,25.6,25.446956,25.370356,0.0,0.0,0.0,0.0
2019-09-01 03:35:00,2019-09-01 03:40:00,25.300001,25.190001,25.91,25.4,25.300001,25.030358,25.6,25.442686,25.359998,0.0,0.0,0.0,0.0
2019-09-01 03:40:00,2019-09-01 03:45:00,25.300001,25.179998,25.9,25.4,25.300001,25.077312,25.6,25.419999,25.389643,0.0,0.0,0.0,0.0
2019-09-01 03:45:00,2019-09-01 03:50:00,25.300358,25.200001,25.9,25.4,25.300001,25.07,25.6,25.4,25.340001,0.0,0.0,0.0,0.0
2019-09-01 03:50:00,2019-09-01 03:55:00,25.302332,25.200001,25.91,25.4,25.307668,25.102291,25.6,25.41,25.350002,0.0,0.0,0.0,0.0
2019-09-01 03:55:00,2019-09-01 04:00:00,25.297667,25.180003,25.9,25.389997,25.312336,25.117713,25.6,25.407662,25.360356,0.0,0.0,0.0,0.0
2019-09-01 04:00:00,2019-09-01 04:05:00,25.309646,25.200001,25.9,25.4,25.300001,25.049646,25.6,25.422333,25.349648,0.0,0.0,0.0,0.0
2019-09-01 04:05:00,2019-09-01 04:10:00,25.339998,25.190003,25.9,25.4,25.300001,25.073042,25.6,25.4,25.342688,0.0,0.0,0.0,0.0
2019-09-01 04:10:00,2019-09-01 04:15:00,25.320001,25.190001,25.9,25.4,25.300001,25.047315,25.6,25.41,25.357316,0.0,0.0,0.0,0.0
2019-09-01 04:15:00,2019-09-01 04:20:00,25.310001,25.200001,25.897314,25.4,25.300001,25.049644,25.6,25.4,25.322686,0.0,0.0,0.0,0.0
2019-09-01 04:20:00,2019-09-01 04:25:00,25.300001,25.189998,25.902688,25.4,25.300001,25.023047,25.6,25.4,25.36,0.0,0.0,0.0,0.0
2019-09-01 04:25:00,2019-09-01 04:30:00,25.310357,25.200001,25.9,25.4,25.300001,25.076956,25.6,25.4,25.350356,0.0,0.0,0.0,0.0
2019-09-01 04:30:00,2019-09-01 04:35:00,25.349642,25.200001,25.89,25.4,25.300001,25.070353,25.6,25.4,25.349642,0.0,0.0,0.0,0.0
2019-09-01 04:35:00,2019-09-01 04:40:00,25.310359,25.200001,25.9,25.4,25.300001,25.089998,25.6,25.4,25.347315,0.0,0.0,0.0,0.0
2019-09-01 04:40:00,2019-09-01 04:45:00,25.309645,25.200001,25.9,25.390002,25.300001,25.069998,25.6,25.4,25.362691,0.0,0.0,0.0,0.0
2019-09-01 04:45:00,2019-09-01 04:50:00,25.310358,25.200001,25.910357,25.4,25.300001,25.09,25.6,25.4,25.337316,0.0,0.0,0.0,0.0
2019-09-01 04:50:00,2019-09-01 04:55:00,25.329649,25.200001,25.959643,25.4,25.300001,25.069998,25.6,25.4,25.312686,0.0,0.0,0.0,0.0
2019-09-01 04:55:00,2019-09-01 05:00:00,25.300001,25.200001,25.910002,25.4,25.300001,25.08233,25.6,25.4,25.35767,0.0,0.0,0.0,0.0
2019-09-01 05:00:00,2019-09-01 05:05:00,25.310003,25.200001,25.9,25.4,25.300001,25.047314,25.6,25.4,25.342331,0.0,0.0,0.0,0.0
2019-09-01 05:05:00,2019-09-01 05:10:00,25.300001,25.180001,25.910002,25.4,25.300001,25.013047,25.6,25.440002,25.320001,0.0,0.0,0.0,0.0
2019-09-01 05:10:00,2019-09-01 05:15:00,25.329996,25.200001,25.9,25.4,25.300001,25.057317,25.6,25.4,25.327318,0.0,0.0,0.0,0.0
2019-09-01 05:15:00,2019-09-01 05:20:00,25.300001,25.200001,25.86,25.4,25.300001,25.052681,25.6,25.4,25.310361,0.0,0.0,0.0,0.0
2019-09-01 05:20:00,2019-09-01 05:25:00,25.310001,25.200001,25.9,25.4,25.300001,25.047312,25.6,25.4,25.312323,0.0,0.0,0.0,0.0
2019-09-01 05:25:00,2019-09-01 05:30:00,25.377672,25.200001,25.927315,25.39,25.300001,25.039643,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 05:30:00,2019-09-01 05:35:00,25.339642,25.200001,25.959968,25.4,25.300001,25.012685,25.6,25.4,25.330003,0.0,0.0,0.0,0.0
2019-09-01 05:35:00,2019-09-01 05:40:00,25.312685,25.200001,25.992716,25.39,25.300001,25.027667,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 05:40:00,2019-09-01 05:45:00,25.347675,25.200001,25.810008,25.4,25.300001,25.042325,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 05:45:00,2019-09-01 05:50:00,25.349642,25.200001,25.94,25.39,25.300001,25.02,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 05:50:00,2019-09-01 05:55:00,25.373043,25.200001,25.93,25.4,25.300001,25.02,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 05:55:00,2019-09-01 06:00:00,25.357316,25.200003,25.94767,25.4,25.300001,25.04767,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:00:00,2019-09-01 06:05:00,25.4,25.200001,25.952327,25.38,25.350001,25.052328,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:05:00,2019-09-01 06:10:00,25.322689,25.220003,25.917314,25.4,25.300001,25.01,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:10:00,2019-09-01 06:15:00,25.329642,25.209998,25.922686,25.4,25.300001,25.040003,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:15:00,2019-09-01 06:20:00,25.357675,25.210001,25.92,25.39,25.300001,25.009997,25.59,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:20:00,2019-09-01 06:25:00,25.339642,25.200001,25.929997,25.380003,25.300001,25.0,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:25:00,2019-09-01 06:30:00,25.312684,25.200001,25.9,25.4,25.300001,25.01,25.6,25.4,25.289998,0.0,0.0,0.0,0.0
2019-09-01 06:30:00,2019-09-01 06:35:00,25.300359,25.200001,25.937319,25.4,25.300001,24.999642,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:35:00,2019-09-01 06:40:00,25.33964,25.200001,25.902683,25.38,25.300001,25.020358,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:40:00,2019-09-01 06:45:00,25.329998,25.209998,25.910002,25.392677,25.300001,25.0,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:45:00,2019-09-01 06:50:00,25.340363,25.207324,25.919995,25.357321,25.300001,25.0,25.590003,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:50:00,2019-09-01 06:55:00,25.327316,25.202678,25.9,25.39,25.300001,25.000358,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 06:55:00,2019-09-01 07:00:00,25.342679,25.210001,25.9,25.399641,25.300001,25.037319,25.6,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 07:00:00,2019-09-01 07:05:00,25.319642,25.200001,25.92,25.370359,25.300001,25.032322,25.59,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 07:05:00,2019-09-01 07:10:00,25.320004,25.200359,25.91,25.4,25.300001,25.0,25.59,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 07:10:00,2019-09-01 07:15:00,25.300001,25.209645,25.9,25.370003,25.300001,25.029998,25.6,25.38,25.300001,0.0,0.0,0.0,0.0
2019-09-01 07:15:00,2019-09-01 07:20:00,25.330001,25.200001,25.91,25.382317,25.300001,25.027683,25.6,25.38,25.290001,0.0,0.0,0.0,0.0
2019-09-01 07:20:00,2019-09-01 07:25:00,25.310001,25.2173,25.8927,25.367316,25.300001,25.02232,25.65765,25.379983,25.290001,0.0,0.0,0.0,0.0
2019-09-01 07:25:00,2019-09-01 07:30:00,25.300001,25.202704,25.897297,25.370003,25.290001,25.047647,25.660001,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 07:30:00,2019-09-01 07:35:00,25.31765,25.190001,25.909997,25.360352,25.300001,25.052704,25.67965,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 07:35:00,2019-09-01 07:40:00,25.330003,25.375289,25.9,25.360003,25.290001,25.019652,25.670349,25.389649,25.29965,0.0,0.0,0.0,0.0
2019-09-01 07:40:00,2019-09-01 07:45:00,25.349659,25.4,25.909983,25.4,25.282323,25.037678,25.700001,25.380365,25.279991,0.0,0.0,0.0,0.0
2019-09-01 07:45:00,2019-09-01 07:50:00,25.350001,25.4,25.897319,25.389641,25.287676,25.032325,25.652681,25.39,25.290357,0.0,0.0,0.0,0.0
2019-09-01 07:50:00,2019-09-01 07:55:00,25.313039,25.4,25.912683,25.339992,25.330049,25.060089,25.697317,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 07:55:00,2019-09-01 08:00:00,25.369997,25.407308,25.91,25.380354,25.250001,25.007663,25.63234,25.392337,25.290001,0.0,0.0,0.0,0.0
2019-09-01 08:00:00,2019-09-01 08:05:00,25.346949,25.402694,25.900357,25.36234,25.285012,25.032327,25.669988,25.38766,25.292685,0.0,0.0,0.0,0.0
2019-09-01 08:05:00,2019-09-01 08:10:00,25.342692,25.4,25.937319,25.367316,25.274988,25.049995,25.617671,25.4,25.297315,0.0,0.0,0.0,0.0
2019-09-01 08:10:00,2019-09-01 08:15:00,25.350355,25.4,25.922329,25.370355,25.300001,25.0,25.679998,25.380002,25.300001,0.0,0.0,0.0,0.0
2019-09-01 08:15:00,2019-09-01 08:20:00,25.319644,25.43,25.91,25.36,25.290001,25.01,25.699643,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 08:20:00,2019-09-01 08:25:00,25.330001,25.427314,25.9,25.362327,25.300001,25.0,25.643049,25.39,25.300001,0.0,0.0,0.0,0.0
2019-09-01 08:25:00,2019-09-01 08:30:00,25.320006,25.40268,25.9,25.300358,25.300001,25.020003,25.629639,25.4,25.300001,0.0,0.0,0.0,0.0
2019-09-01 08:30:00,2019-09-01 08:35:00,25.317322,25.4,25.91,25.359643,25.300001,25.01,25.637682,25.390002,25.289998,0.0,0.0,0.0,0.0
2019-09-01 08:35:00,2019-09-01 08:40:00,25.330361,25.410358,25.9,25.36732,25.300001,25.000359,25.660001,25.369642,25.292681,0.0,0.0,0.0,0.0
2019-09-01 08:40:00,2019-09-01 08:45:00,25.332327,25.409641,25.910356,25.360359,25.280004,25.009641,25.632683,25.360359,25.277316,0.0,0.0,0.0,0.0
2019-09-01 08:45:00,2019-09-01 08:50:00,25.320001,25.4,25.979633,25.352322,25.300001,25.0,25.650001,25.380003,25.270001,0.0,0.0,0.0,0.0
2019-09-01 08:50:00,2019-09-01 08:55:00,25.317312,25.4,25.9,25.367679,25.300001,25.019997,25.639664,25.380003,25.300001,0.0,0.0,0.0,1.324650645
2019-09-01 08:55:00,2019-09-01 09:00:00,25.312704,25.4,25.892702,25.322353,25.300001,25.0,25.640003,25.380003,25.280004,0.0,0.0,0.0,10.0
2019-09-01 09:00:00,2019-09-01 09:05:00,25.340001,25.4,25.917298,25.330001,25.280001,25.019997,25.620349,25.35235,25.290004,0.0,0.0,0.0,108.28125
2019-09-01 09:05:00,2019-09-01 09:10:00,25.310001,25.4,25.900351,25.330003,25.29965,25.0,25.657303,25.347297,25.280001,0.0,0.0,0.0,199.987793
2019-09-01 09:10:00,2019-09-01 09:15:00,25.319998,25.4,25.919651,25.329998,25.27035,25.0,25.640003,25.373049,25.270001,0.0,0.0,0.0,0.0
2019-09-01 09:15:00,2019-09-01 09:20:00,25.310004,25.4,25.92,25.359998,25.270006,25.0,25.629655,25.396948,25.262702,0.0,0.0,0.0,141.2280273
2019-09-01 09:20:00,2019-09-01 09:25:00,25.307304,25.4,25.910002,25.357656,25.300001,25.0,25.612699,25.370354,25.2973,0.0,0.0,0.0,115.8868637
2019-09-01 09:25:00,2019-09-01 09:30:00,25.302698,25.4,25.9,25.322698,25.280001,25.0,25.669998,25.352697,25.240003,0.0,0.0,0.0,90.02441406
2019-09-01 09:30:00,2019-09-01 09:35:00,25.300001,25.4,25.910002,25.319648,25.300001,25.0,25.617646,25.326947,25.282702,0.0,0.0,0.0,270.4015198
2019-09-01 09:35:00,2019-09-01 09:40:00,25.337299,25.4,25.9,25.320001,25.290004,25.0,25.63235,25.312704,25.24966,0.0,0.0,0.0,662.5
2019-09-01 09:40:00,2019-09-01 09:45:00,25.302706,25.4,25.890354,25.309998,25.252704,25.0,25.6173,25.327649,25.237646,0.0,0.0,0.0,389.9964905
2019-09-01 09:45:00,2019-09-01 09:50:00,25.300001,25.4,25.919646,25.320355,25.220004,25.0,25.632706,25.352701,25.262707,0.0,0.0,0.0,289.7854614
2019-09-01 09:50:00,2019-09-01 09:55:00,25.297301,25.4,25.9,25.33,25.2873,25.0,25.617651,25.320001,25.2773,0.0,0.0,0.0,252.8168182
2019-09-01 09:55:00,2019-09-01 10:00:00,25.312707,25.4,25.9,25.359996,25.262353,25.0,25.63235,25.347297,25.290004,0.0,0.0,0.0,168.75
2019-09-01 10:00:00,2019-09-01 10:05:00,25.300001,25.4,25.910352,25.319651,25.230346,25.010003,25.6,25.352352,25.290006,0.0,0.0,0.0,99.97558594
2019-09-01 10:05:00,2019-09-01 10:10:00,25.310001,25.39,25.919647,25.309998,25.237299,25.0,25.6,25.300001,25.28965,0.0,0.0,0.0,0.0
2019-09-01 10:10:00,2019-09-01 10:15:00,25.300354,25.4,25.92,25.320353,25.232345,25.0,25.6,25.300001,25.260003,0.0,0.0,0.0,0.0
2019-09-01 10:15:00,2019-09-01 10:20:00,25.319646,25.4,25.9,25.309649,25.219998,25.0,25.6,25.310001,25.2627,0.0,0.0,0.0,0.0
2019-09-01 10:20:00,2019-09-01 10:25:00,25.300001,25.4,25.9,25.300001,25.200001,25.007299,25.6,25.300001,25.267568,0.0,0.0,0.0,150.0001526
2019-09-01 10:25:00,2019-09-01 10:30:00,25.300001,25.39,25.9,25.327299,25.200001,25.002701,25.61,25.300001,25.219648,0.0,0.0,0.0,109.9998474
2019-09-01 10:30:00,2019-09-01 10:35:00,25.300001,25.4,26.102262,25.302706,25.219996,25.0,25.6,25.300001,25.2427,0.0,0.0,0.0,176.2561951
2019-09-01 10:35:00,2019-09-01 10:40:00,25.290004,25.390002,25.937743,25.310001,25.240001,25.0,25.6,25.300001,25.200001,0.0,0.0,0.0,259.8632813
2019-09-01 10:40:00,2019-09-01 10:45:00,25.300001,25.39,25.9,25.300001,25.220003,25.0,25.6,25.300001,25.227654,0.0,0.0,0.0,189.9998474
2019-09-01 10:45:00,2019-09-01 10:50:00,25.320003,25.4,25.91,25.310001,25.200001,25.0,25.6,25.300001,25.2927,0.0,0.0,0.0,112.5
2019-09-01 10:50:00,2019-09-01 10:55:00,25.300001,25.38,25.879997,25.320001,25.229998,25.0,25.6,25.300001,25.239646,0.0,0.0,0.0,159.9902344
2019-09-01 10:55:00,2019-09-01 11:00:00,25.300001,25.38,25.910002,25.310001,25.220001,25.0,25.62,25.300001,25.240001,0.0,0.0,0.0,229.6874847
2019-09-01 11:00:00,2019-09-01 11:05:00,25.300001,25.362347,25.9,25.310001,25.200001,25.0,25.6,25.300001,25.267655,0.0,0.0,0.0,110.1516724
2019-09-01 11:05:00,2019-09-01 11:10:00,25.300001,25.357656,25.890002,25.300001,25.200001,25.0,25.6,25.300001,25.280004,0.0,0.0,0.0,22.14690208
2019-09-01 11:10:00,2019-09-01 11:15:00,25.290354,25.38,25.870081,25.330001,25.200001,25.0,25.6,25.300001,25.262695,0.0,0.0,0.0,0.0
2019-09-01 11:15:00,2019-09-01 11:20:00,25.309651,25.4,25.842031,25.300001,25.200001,25.0,25.6,25.300001,25.239646,0.0,0.0,0.0,0.0
2019-09-01 11:20:00,2019-09-01 11:25:00,25.320006,25.379645,26.00788,25.300001,25.210003,24.990002,25.6,25.300001,25.237297,0.0,0.0,0.0,0.0
2019-09-01 11:25:00,2019-09-01 11:30:00,25.327305,25.360348,25.9,25.310001,25.200001,25.0,25.6,25.300001,25.250351,0.0,0.0,0.0,0.0
2019-09-01 11:30:00,2019-09-01 11:35:00,25.302701,25.4,25.900002,25.300001,25.219998,25.0,25.6,25.300001,25.232696,0.0,0.0,0.0,0.0
2019-09-01 11:35:00,2019-09-01 11:40:00,25.310004,25.38,25.9,25.310004,25.217305,25.0,25.6,25.300001,25.256954,0.0,0.0,0.0,2.660031796
2019-09-01 11:40:00,2019-09-01 11:45:00,25.300001,25.36,25.9,25.320001,25.202694,25.0,25.6,25.300001,25.283048,0.0,0.0,0.0,9.995117188
2019-09-01 11:45:00,2019-09-01 11:50:00,25.300001,25.39,25.939997,25.300001,25.200001,25.0,25.6,25.300001,25.239649,0.0,0.0,0.0,0.0
2019-09-01 11:50:00,2019-09-01 11:55:00,25.300001,25.39,25.9,25.300001,25.209998,25.0,25.6,25.300001,25.217659,0.0,0.0,0.0,0.0
2019-09-01 11:55:00,2019-09-01 12:00:00,25.300001,25.379647,25.889997,25.300001,25.200001,25.0,25.63,25.300001,25.260006,0.0,0.0,0.0,0.0
2019-09-01 12:00:00,2019-09-01 12:05:00,25.290001,25.352687,25.890002,25.300001,25.219996,25.0,25.6,25.300001,25.242335,0.0,0.0,0.0,0.0
2019-09-01 12:05:00,2019-09-01 12:10:00,25.300001,25.337664,25.88,25.300001,25.210001,25.010003,25.6,25.300001,25.260001,0.0,0.0,0.0,0.0
2019-09-01 12:10:00,2019-09-01 12:15:00,25.300001,25.382339,25.882692,25.300001,25.210001,24.99,25.6,25.300001,25.240001,0.0,0.0,0.0,0.0
2019-09-01 12:15:00,2019-09-01 12:20:00,25.300001,25.350352,25.897304,25.300001,25.200001,24.99,25.6,25.300001,25.227662,0.0,0.0,0.0,0.0
2019-09-01 12:20:00,2019-09-01 12:25:00,25.300001,25.367305,25.9,25.300001,25.200001,25.0,25.607662,25.300001,25.240004,0.0,0.0,0.0,0.0
2019-09-01 12:25:00,2019-09-01 12:30:00,25.300001,25.380003,25.897307,25.300001,25.207308,24.992693,25.612342,25.300001,25.29234,0.0,0.0,0.0,0.0
2019-09-01 12:30:00,2019-09-01 12:35:00,25.300355,25.322336,25.895031,25.329998,25.203048,24.997307,25.6,25.300001,25.230352,0.0,0.0,0.0,0.0
2019-09-01 12:35:00,2019-09-01 12:40:00,25.309647,25.377661,25.857662,25.300001,25.229647,25.0,25.6,25.280001,25.230001,0.0,0.0,0.0,0.0
2019-09-01 12:40:00,2019-09-01 12:45:00,25.310001,25.372346,25.8927,25.300001,25.200001,25.0,25.6,25.300001,25.237273,0.0,0.0,0.0,0.0
2019-09-01 12:45:00,2019-09-01 12:50:00,25.300001,25.327653,25.897302,25.310001,25.209998,25.0,25.6,25.300001,25.259998,0.0,0.0,0.0,0.0
2019-09-01 12:50:00,2019-09-01 12:55:00,25.32002,25.372329,25.9,25.300001,25.220001,24.99,25.6,25.300001,25.222344,0.0,0.0,0.0,0.0
2019-09-01 12:55:00,2019-09-01 13:00:00,25.330001,25.34036,25.892688,25.300001,25.227312,24.99,25.6,25.300001,25.267669,0.0,0.0,0.0,0.0
2019-09-01 13:00:00,2019-09-01 13:05:00,25.300001,25.376959,25.886953,25.300001,25.203045,24.979997,25.6,25.300001,25.230009,0.0,0.0,0.0,0.0
2019-09-01 13:05:00,2019-09-01 13:10:00,25.300001,25.350361,25.88036,25.300001,25.229643,25.0,25.6,25.300001,25.260004,0.0,0.0,0.0,2.880602598
2019-09-01 13:10:00,2019-09-01 13:15:00,25.300001,25.342327,25.9,25.300001,25.200001,25.0,25.6,25.300001,25.279644,0.0,0.0,0.0,119.0625
2019-09-01 13:15:00,2019-09-01 13:20:00,25.290001,25.347674,25.9,25.300001,25.200001,25.0,25.6,25.300001,25.26,0.0,0.0,0.0,70.62950134
2019-09-01 13:20:00,2019-09-01 13:25:00,25.300001,25.38,25.869642,25.300001,25.200001,24.99,25.6,25.300001,25.260359,0.0,0.0,0.0,140.7751465
2019-09-01 13:25:00,2019-09-01 13:30:00,25.299998,25.369646,25.882685,25.300001,25.200001,25.0,25.6,25.300001,25.252328,0.0,0.0,0.0,629.9938965
2019-09-01 13:30:00,2019-09-01 13:35:00,25.300001,25.350357,25.877676,25.300001,25.200001,25.0,25.620017,25.300001,25.267312,0.0,0.0,0.0,1248.398438
